text,label
pge galang kolaborasi lintassektor di iigce 2024,Positif
strategi investasi ala nabi muhammad,Netral
alasan ihsg ambruk 144 dan balik lagi ke level 7300,Negatif
punya izin bullion bsi mau luncurkan pembiayaan emas,Positif
sinarmas axiata umumkan usulan direksi xlsmart,Netral
ihsg ditutup naik 089 jumat 216 ini penyebabnya,Positif
ihsg ditutup menguat saham asii bmri goto dan tpia pimpin penguatan big caps,Positif
bayangbayang trumpcession bikin dolar ngamuk ke rp16430,Negatif
jelang rapat the fed saham teknologi wall street kompak terbang,Positif
sambil menemani nyusrugnya harga saham unvr,Negatif
dolar tembus rp15800 bos bi buka suara keluarkan jurus ini,Netral
kacau bursa jepang anjlok 13 korsel dan taiwan ambruk 8 lebih,Negatif
breaking jokowi reshuffle kabinet dolar turun ke rp 15575,Positif
jadi gimana nihh menurut kalian lebih tertarik di saham itmg indo tambangraya megah atau byan bayan resource🤔 on,Netral
dijual terbang ikhlasin aja kita bukan dukun 😂,Positif
bayar ukt itb pakai p2p lending ini yang dikhawatirkan ojk,Negatif
asing borong bmri bren hingga goto kala ihsg ambruk,Positif
orang terkaya no 1 low tuck kwong ‘obral’ saham bayan byan rp 13000,Negatif
ada dukungan dhe 8 kebijakan ekonomi rupiah siap hijau lagi,Positif
tekateki emas 57 ton milik soekarno akhirnya terjawab ini faktanya,Netral
trading senin 26022024📈 🚀 bbri bmri tlkm bbtn film dan bris ihsg technical view👀 ihsg ditutup turun 061 jumat lalu dan disertai dengan net sell asing 137 triliun saham yang paling banyak dijual asing adalah bmri bbri tlkm bbni dan bbca,Negatif
batalkan mou multivision raam gak jadi caplok 30 saham buniverse,Netral
ojk peringatkan p2p lending jelang ramadan ini pesannya,Netral
rekomendasi teknikal saham bris tpia dan emtk pada perdagangan rabu 207,Netral
jelang rapat the fed fomc nikkei kospi kompak di zona merah,Negatif
5 investor asing minat investasi triliunan di ikn,Positif
inflasi as naik 24 wallstreet sambut melemah,Negatif
ketiban untung rupiah loyo eksportir harus kena pajak tambahan,Negatif
dan ini sampel yang diambil menggunakan saham bjbr asii ptba itmg hexa gems selengkapnya bisa baca di sini,Netral
data inflasi as memanas rupiah tetap perkasa menguat ke rp15570us,Positif
ada bbri bbca asii tlkm kenapa malah pilih goto warrant pula 🥲,Negatif
nasib rupiah ditentukan bank indonesia hari ini,Netral
kemenangan trump tinggal sejengkal dolar terbang ke rp 15840,Negatif
emiten ini ngincar proyek 3 juta rumah prabowo,Positif
lagilagi pasar kripto ambles bitcoin turun di bawah us100000,Negatif
telyu ga habis pikir sama temen ku uang bpp buat spekulasi saham dia masuk saham kayak bbri bbca katanya lagi down padahal kan tgl 2 paling telat,Negatif
starbucks umumkan rencana phk karyawan,Negatif
saham goto tersengat alibaba dan tencent harga terus naik,Positif
prabowo tetapkan 100 dhe wajib simpan di ri berlaku 1 maret 2025,Netral
selesai pidato jokowi di sidang tahunan dolar naik ke rp15725,Negatif
suami terseret kasus timah rekening sandra dewi diblokir kejagung,Negatif
kenapa saham asii turun terus salah satunya karena efek jepang melakukan banned untuk produk granmax meski di indonesia granmax masih aman tapi asii berpotensi kehilangan omzet dari ekspor granmax ke jepang seberapa besar efeknya,Negatif
sambut 2025 wall street dibuka semringah,Positif
mantan sopir angkot jadi orang terkaya ri harta tembus rp1000 t,Netral
bei pantau ketat pergerakan saham wulandari bangun laksana bsbk,Negatif
jokowi sahkan bsd jadi kawasan ekonomi khusus,Positif
bumn ini sulap rugi jadi untung,Netral
kejagung sita lagi 2 mobil mewah milik suami sandra dewi,Negatif
erick angkat sugiarti jadi direktur manajemen risiko hutama karya,Netral
bos unilever bukabukaan sejumlah terobosan sambut ramadan,Netral
diangkat jadi dirut baru bulog ini profil wahyu suparyono,Netral
duh banyak warga ri pakai paylater tidak mau bayar,Negatif
sampe saham hmsp naik lagi ya targetnya 1000 deh,Positif
pilarmas memprediksi ihsg hari ini menguat terbatas perusahaan efek itu merekomendasikan saham asii hingga admr bakal terbaik cuannya,Positif
jelang rilis laporan keuangan wall street justru anjlok berjamaah,Negatif
toto bakal bagi dividen rp 1238 miliar ini jadwalnya,Positif
investor asing kembali lego sahamsaham blue chip,Negatif
ihsg masih berpeluang rebound hari ini cermati saham tpia dan wege,Positif
bi pangkas proyeksi pertumbuhan ekonomi di 2025 konsumsi masih lemah,Negatif
ihsg dibuka sentuh rekor tertinggi di 7600 investor mulai tenang,Positif
jokowi habis pemilu arus modal masuk ri bakal makin gede,Positif
chandra asri tpia tuntaskan akuisisi saham anak usaha ks,Netral
rumah ridwan kamil diperiksa kpk saham bjbr merosot 195,Negatif
mengekor wall street bursa asia dibuka kuat,Positif
breaking ihsg terbang 12 otw balik ke level 7300an,Positif
saat calon bos bi tanggapi data qris oleh dpr,Netral
bbni dan bren ngebut nih gaes 噫 indeks harga saham gabungan ihsg mengalami penguatan 045 persen atau 30 poin ke posisi 6965 berkat saham bbni dan bren pada pembukaan perdagangan pagi ini kamis 12102023,Positif
novita widya anggraini direktur pt bank negara indonesia persero tbk bbni menerima remunerasi dalam bentuk sejumlah 134415 saham dengan harga rp903719 per saham pada 14 agustus 2023 setelah pemberian tersebut novita widya anggraini memiliki 474022 saham bbni,Netral
harmas jalesveva ajukan pkpu ini respons bukalapakcom buka,Netral
buntut putusan mk ojk bakal perketat polis asuransi,Netral
tok keluar dari daftar hitam waskita karya bisa ikut tender lagi,Positif
rumornya krna saham unvr aka unilever stagnan di bbrp tahun terakhir thats why undur diri,Negatif
jurus dhe ketat prabowo amankan rupiah dari amukan dolar as,Netral
pengendali rs hermina heal borong saham rp948 juta,Positif
tak diduga negara ini krisis tapi tetap banjir orang terkaya dunia,Netral
komitmen dorong umkm naik kelas bri sukses salurkan kur rp 1586 t,Positif
rumah mewah disorot ternyata segini harta kekayaan andika perkasa,Netral
msig life catat pembayaran klaim rp752 m ke masyarakat sepanjang 2024,Positif
pria ini kantongi harta rp117 triliun usai ikuti anjuran nabi,Netral
bca setop layanan mbca sim card nasabah diminta lakukan ini,Netral
byan saham yang membalikkan arah tren harga sahamnya dengan teknikal candle stick berulang kali neh k 18075 bahkan s4 sentuh tertinggi d atas 20k,Positif
pelita air patra jasa ajak anak panti asuhan berlibur ke jogja,Positif
kenapa sih ga ada yang ngasih tau 3 bulan yang lalu beli saham byan 🥹 dah kaya mendadak gue kalo punya byan 3 bulan yang lalu dengan harga sekarang 🥺,Positif
schroders dikabarkan bakal hentikan bisnis di indonesia,Negatif
ramalan bi defisit transaksi berjalan 0109 pdb akhir 2024,Netral
asing kabur bawa rp47 t ihsg sudah ambruk 8,Negatif
top gainers loser sepekan ini daftarnya,Netral
asing terciduk diamdiam lepas 10 saham ini pekan lalu,Negatif
untuk saham top gainer amp top loser hari ini top gainer byan rp 20500 350 soho rp 5375 300 untr rp 30500 275 top loser itmg rp 32250 1475 rdtx rp 30325 625 life rp 5550 350,Netral
hanya 5 pucuk pimpinan emiten bergengsi ri diisi perempuan,Netral
bursa bocorkan ada 17 perusahaan aset jumbo mau ipo,Positif
di kasus dugaan korupsi timah harvey moeis curi rp 420 miliar,Negatif
dari peternakan sapi sosok ini jadi wanita terkaya berbekal mimpi,Netral
asing terciduk borong 10 saham ini kala ihsg merah,Positif
investor waswas apbn jebol kubu prabowo tenang belanda masih jauh,Netral
dolar melejit ke rp 16520 bi ambil sikap agresif selamatkan rupiah,Negatif
tekanan dxy mereda rupiah ditutup menguat,Positif
deposito emas pegadaian capai 31604 kg potensi bank emas kinclong,Positif
pemegang dolar siapsiap bi sebut rupiah bakal terus menguat,Positif
mayoritas bpr tutup akibat fraud ini modusmodusnya,Negatif
nvdia jp morgan melesat dow jones bangkit dari penurunan 10 hari,Positif
sekarang kan menghadiri rups shm bbca ga perlu pake ktur terus cara konfirmasi kehadiran secara offlinenya gimana atau langsung dateng ketempatnya aja sesuai jadwal,Netral
udah coba maen saham bmri dan semoga taon dpn bisa nambah lagi,Positif
ribuan massa demo peringatan darurat rupiah ambruk ke rp15595us,Negatif
dolar nyaris rp16000 begini analisa ramalan rupiah akhir tahun,Netral
kkwkwkw dr 2019 sy sdh delet unvr sbg saham long invest,Negatif
stafsus erick thohir bicara soal skema penyelamatan indofarma,Netral
bukti warga ri mulai tinggalkan atm transaksi qris lompat 226,Netral
wakili prabowo sri mulyani buka perdagangan saham di bei,Netral
kerja sama thai airways injourney berharap kerek traffic bandara,Positif
utang luar negeri ri tumbuh 51 jadi rp 6968 t di awal 2025,Negatif
3 bulan diluncurkan begini perkembangan wondr by bni,Netral
robert kiyosaki ramal kiamat finansial ungkap 3 aset penyelamat,Netral
bisa bikin hidup susah ini pentingnya jaga skor kredit,Netral
kecuali tiket konser netflix pulsa tiket pesawat kena ppn 12,Netral
hmsp bagi dividen rp 633saham catat tanggalnya,Positif
suku bunga as siap turun di september 2024 bos bi bagus,Positif
adro bagus ambil perbankan juga nder bbca bbri bmri bbni salah satu atau dua tergantung modal wkwkw,Positif
emiten sektor petrokimia milik konglomerat prajogo pangestu pt chandra asri pacific tbk tpia menjelaskan penyebab pergerakan saham yang tak wajar,Negatif
jadi coo danantara ini profil dony oskaria,Netral
harga saham asii makin tertekan ada apa,Negatif
kisah paul tudor jones investasi cuan rp165 triliun sehari,Netral
hasil amta forecast 4 february 2022 tpia naik 1165 brms naik 729 bbyb naik 610 btps naik 540 join our group free,Positif
investor waswas apbn bikin rupiah anjlok sri mulyani jawab begini,Netral
neraca dagang ri surplus 51 bulan beruntun diselamatkan batu bara,Positif
asing malah lepas 10 saham ini kala ihsg cetak rekor baru,Negatif
syarat nasabah prioritas brimandiribnibtnbca siapkan saldo segini,Netral
tiga industri ini bikin kb bank kepincut,Positif
wirg ora ngecek pak haha fundamentalist nih lagi ndelok2 asii admf sama sahamsaham bank wkwk plus crypto huehehe,Positif
deretan emiten yang terafiliasi calon menteri kabinet prabowo,Netral
asing gencar borong 10 saham ini kala ihsg rebound,Positif
prabowo arakarakan pakai maung buatan pindad ini spesifikasinya,Netral
ihsg naik tipis sesi i deretan saham ini jadi penopang,Positif
linde mulai proses pasok gas industri ke pt freeport indonesia,Netral
terbebani saham bank raksasa ihsg ambruk 12 di sesi i,Negatif
debut perdana di bursa saham delta giri dgwg naik 86,Positif
fafifuwasweswos jadi nyangkut di hmsp brp lalu avg ny 4k,Netral
ekonomi china tak pasti rupiah masih dalam tekanan,Negatif
marina budiman kini perempuan terkaya indonesia ini bisnisnya,Netral
shm pelan2 pak bmri,Positif
beli saham byan lagi kekayaan low tuck kwong kini rp40354 t,Positif
bos batu bara low tuck kwong kembali memborong saham pt bayan resources tbk byan setelah ditetapkan sebagai orang terkaya ri,Positif
suriah panas harga minyak naik tipis,Negatif
bank mandiri bmri borong 24 miliar saham muf ini alasannya,Positif
lu bukan trader saham hmsp emang udh downtrend,Negatif
lagilagi rupiah terpuruk dolar kini tembus rp 16360,Negatif
ihsg balik arah jadi lesu ini penyebabnya,Negatif
ihsg sumringah balik ke 7600an saham prajogo bren jadi penopang,Positif
satgas pasti terima 16000 aduan pinjol investasi bodong di 2024,Negatif
70000 koperasi desa merah putih terbentuk juli begini konsepnya,Netral
jarang yang tahu beda alfamart dan alfamidi ini penjelasannya,Netral
ptpp raih kontrak baru senilai rp 35 t di januari 2024,Positif
bos ojk ungkap syarat bank jika ingin buka layanan pembiayaan emas,Netral
pasar kripto memerah tapi koin ini justru menguat,Positif
bukabukaan bei soal perketat seleksi calon emiten,Netral
judulmu 😌😌 kemaren2 gegara omicron properti rontok berguguran ngarepnya omicron tdk pengaruh ke saham properti atau harga rokok naik ggrm wiim hmsp tetap joss 😆,Positif
investor asing net sell rp1 t saham asii paling banyak diobral,Negatif
kronologi akar masalah kasus indofarma yang rugikan negara rp 470 m,Negatif
yu dah punya bbca bmri atau bnga bisa dilepas,Negatif
ifg life bayar rp178 t polis nasabah jiwasraya sepanjang 2024,Positif
kinerja ihsg terburuk no2 di dunia kenapa nih,Negatif
top 8 saham pendongkrak ihsg sepanjang 2022 byan teratas,Positif
saat ini sebanyak 797 saham aali dikuasai oleh pt asra international tbk asii dan sisanya 203 dimiliki publik,Netral
ojk audiensi nasabah jiwasraya tolak restrukturisasi ini hasilnya,Netral
bursa asia pasifik menguat ekonomi asia masih aman,Positif
tertekan suku bunga tinggi btn bbtn pangkas target pertumbuhan laba,Negatif
dapat berita positif dari as ihsg dibuka di zona hijau,Positif
sosok raja hotel dunia ternyata pria sukabumi yang ditendang dari ri,Netral
bitcoin cetak rekor baru tembus us94000,Positif
gejolak dari as bikin dolar turun ke rp16350,Positif
perdagangan perdana 2024 ihsg cetak rekor baru di 732359,Positif
bener gua pnya saham 18 di bca soalnya,Positif
ihsg diprediksi kembali naik saham bbri hingga tlkm masuk rekomendasi,Positif
laba adhi naik 18 jadi rp 252 miliar di 2024 ini pemicunya,Positif
low tuck kwong direktur utama pt bayan resources tbk byan membeli 138700 saham byan dengan harga ratarata rp1893807 per saham pada 17–23 mei 2023 setelah transaksi tersebut low tuck kwong memiliki 20327578870 6098 saham byan,Positif
view 23 saham pilihan request temanteman ctasaham part 1 part 2 with chart analysis arto brpt goto nckl,Netral
sektor finansial jadi beban ihsg bankir fundamental bank solid,Negatif
bos bank nobu sebut sudah lakukan ini buat merger dengan bank mnc,Netral
wika raih kontrak baru senilai rp 1996 t hingga november 2024,Positif
investor kecewa dengan kinerja big tech wall street dibuka merana,Negatif
peserta asuransi wajib tahu sepele tapi bisa bikin premi naik,Netral
agus marto genggam 169585462 saham goto,Positif
awal mula yuk nabung saham karena nyangkut jadi nya aku investor saham aku nyangkut di saham unvr wege,Negatif
gw yg udah netapin invest bmri 3 tahun ke depan mo jungkir balik kek gimana tetep gw hold,Positif
ihsg bangkit lagi asing terciduk borong sahamsaham big cap,Positif
bi diproyeksikan tahan suku bunga dolar as turun ke rp 16130,Positif
patut dicoba ini strategi investasi ala nabi muhammad,Netral
goto dan alibaba capai kesepakatan ini harga saham ngegas 25,Positif
pemegang dolar siapsiap rupiah berpotensi tertekan sepanjang 2025,Negatif
bursa asia dibuka merah kospi turun paling dalam,Negatif
tidak ditemukan serangan ransomware terhadap sistem perbankan bri,Positif
ihsg ambruk 5 ini kata bursa efek indonesia,Negatif
data ekonomi as melemah harga minyak rawan koreksi,Negatif
yallah pengen punya saham bmri yaallah 100lot aja😭😭😭,Positif
tabungan warga ri seret bank cari sumber dana alternatif,Negatif
stocks pick ihsg rebound jadi 6806 ini trading idea saham intp myor tlkm dan asii,Netral
bursa asia dibuka variatif jelang rilis data pengangguran as,Netral
jokowi mau lepas jabatan segini gaji uang pensiunnya,Netral
setelah w hitung2 kalo punya uang satu miliar keknya mending all in beli saham bbri daripada bangun kos kosan capital gain bbri satu tahun itu minimal 10 ditambah dividen 5 brrti dalam satu tahun 1 miliar x 105 150 jt atau 125jtbulan abuset bisa stay at home aje 😅,Positif
ojk bakal tindak tegas bren dan cuan jika terbukti manipulasi pasar,Negatif
firstt ada saham pak pp nih yaitu tpia yang bisa kamu buy secara teknikal posisi di bottoming area jadi ada potensi buat menguat loh kamu bisa beli di area terbaik pada range 40004200 dan stoploss jika closing di bawah level 3900,Positif
mendekati pergantian tahun pt bank central asia tbk bbca atau bca pt bank rakyat indonesia tbk bbri atau bri dan pt bank mandiri tbk bmri atau bank mandiri mengumumkan penyesuaian jadwal operasional,Netral
hasil amta forecast 4 february 2022 bcap naik 4709 enrg naik 2649 cpro naik 1428 tpia naik 932 join our group free,Positif
sahamsaham prajogo melesat di awal tahun tpia dan brpt terbang,Positif
robert kiyosaki beberkan cara kaya di usia tua,Netral
daya beli naik saham hm sampoerna hmsp direvisi naik ke rp 1700,Positif
direktur aadi ikut pups borong 22700 saham harga diskon,Positif
widiyanti wardhana calon menteri prabowo saham tldn terbang 17,Positif
petani asal ungaran ini berhasil kembangkan budidaya alpukat,Netral
bca bbca akan bagikan dividen interim tunai rp50 per saham,Positif
ri china malaysia makin kompak buang dolar as,Netral
bayaran debt collector ternyata menggiurkan tembus segini,Netral
buron interpol bos pinjol bangkrut nonton balapan e1 gp di qatar,Negatif
baznaz bidik zakat infaq sedekah warga ri capai rp 42 trilun,Positif
sandra dewi bungkam usai diperiksa 105 jam sebagai saksi kasus timah,Netral
aturan suku bunga kredit bank bakal terbit ini rinciannya,Netral
gegara kabar dari china harga minyak dunia anjlok,Negatif
ihsg ditutup lesu saat inflasi naik saham bbcabbni merah,Negatif
beda vonis harvey moeis dan dirut pt rbt di kasus korupsi pt timah,Netral
investor asing borong saham bbni tlkm film saat ihsg naik sepekan,Positif
shm selamat bren overtake bmri tlkm asii fundamental apa itu fundamental ga jaman bosqu,Positif
byan pardon me kita beda kelas🗿,Positif
bikin sayembara rp 8 miliar segini harta kekayaan maruarar sirait,Netral
bedah saham siasat unilever indonesia unvr genjot penjualan media asuransi,Netral
daftar emiten pendukung prabowo ada punya bakrie hingga prajogo,Netral
ini upaya ojk cegah risiko fraud,Netral
prabowo bakal tugaskan dony oskaria jadi wamen bumn,Netral
hari ini cum dividen di pasar reguler pt astra international tbk asii akan membagikan dividen interim untuk tahun buku 2023 sebesar rp3967388207720 atau rp98 per saham,Positif
robert kiyosaki prediksi 3 aset yang bisa bikin kaya raya,Netral
gas beli saham bca ga sih,Positif
betul tiap tahun ada aja saham yg yg kyk gini dulu bumi tahun kemarin arto tahun ini byan ujungnya sama investor ritel amp reksadana yg bakal suffer 😅,Negatif
saham pt astra international tbk asii masih bergerak di zona merah terkikis kekhawatiran bahwa pangsa pasar otomotif perusahaan akan tergerus signifikan dalam dua tahun ke depan simak selengkapnya,Negatif
sy pilih beli saham yg downtrend spt asii dan indf haha,Positif
tok mk putuskan asuransi tak bisa batalkan klaim sepihak,Netral
garagara mimpi raja rokok ri rela ganti nama perusahaan,Netral
bni dan astra credit companies kerja sama layanan autopay,Positif
ini klo gol saham hmsp langsung naik lagi 😂😂,Positif
mumpung punya cuan banyak bapak dan anak orang terkaya ri borong saham byan rp53 miliar,Positif
intip rekomendasi saham bbca bbri bmri amp bbni usai cetak laba puluhan triliun,Positif
tiba2 keinget saham unvr ku yang on the floor 💩,Negatif
membaca laporan tahunan bank bni bbni ada sosok dari sidoarjo masih terus menambah kepemilikan saham bbni ､�,Positif
ihsg babak belur sektor finansial kena hantam,Negatif
bank di ri rela pangkas cuan ojk jelaskan alasannya,Netral
prabowo mau hapus bphtb dan ppn rumah bos btn bbtn bilang gini,Netral
kebiasaan warga ri yang bisa bikin miskin menurut lo kheng hong,Netral
terungkap ini penyebab laba bni bbni tumbuh,Positif
saham overvalue kok dibeli yang waras2 aja lah masih banyak saham undervalue kinerja baik lebih pantas dibeli daripada unvr,Negatif
bursa wallstreet menguat berjamaah,Positif
ihsg bergairah balik ke 7300an saham ini jadi pendorongnya,Positif
inflasi as mendingin rupiah siap lanjutkan penguatan,Positif
mnc sekuritas ihsg menguat saham assa hingga unvr berpeluang untung,Positif
heboh hotman paris protes pajak hiburan 40 ini jawab djp,Netral
bi kembali tahan suku bunga ihsg berakhir di zona merah,Negatif
harga saham baru bbni rp 5200 per unit bni dapat review positif,Positif
kisah robohnya kerajaan bisnis salim usai berjaya 3 dekade,Netral
ojk berkomitmen jaga stabilitas pasar modal ini buktinya,Positif
bappebti buka suara soal 1 perusahaan kripto mau ipo,Netral
emiten batu bara ri sger raih kontrak rp 36628 m ke vietnam,Positif
indeks bisnis27 menguat saham antm dan tpia jadi pendorong,Positif
dana asing banjiri pasar saham asia 3 bulan tembus rp 294 t,Positif
ihsg turun tipis tertekan bbribmri saham bbca medc aman naik,Netral
saham bren gt gt gt ath 6900 sudah naik 870 sejak harga ipo 780 rupiah 😍🚀🤑 🏆 🌐 ✅ akurat👍 ✅ easy😍 ✅ profitjumbo💰 sukses dan mandiri,Positif
dituduh cuci uang ratusan miliar ini respons mengejutkan raffi ahmad,Netral
wajib tahu cara cek ktp dipakai pinjol atau tidak,Netral
bukan cuma btnmuamalat bsi bakal punya saingan lain,Netral
untuk jumat tertarik dengan inco tpia saham gorengannya libur dulu kolesterol lagi naik,Positif
laba bersih turun analis rekomendasi hold saham hm sampoerna hmsp,Negatif
bikin rugi rp 78 triliun maskapai ini gugat crowdstrike,Negatif
imam teguh saptono dan riawan amin bersaing kursi dirut bank muamalat,Netral
mirae memprediksi ihsg hari ini konsolidasi karena pasar menunggu sinyal the fed tiga saham bakal berlimpah cuan salah satunya bmri,Positif
asisten rumah tangga beli saham pakai tabungan tak disangka malah,Netral
gempa hingga siber ojk ungkap 5 kesenjangan proteksi warga ri,Negatif
putrama wahju setyawan jadi dirut bni alexandra askandar wadirut,Netral
daftar bunga deposito bank tertinggi bisa untuk simpan thr,Netral
ihsg ditutup menguat 073 terdongkrak saham tpia brpt dan mdka,Positif
ojk bukabukaan nasib merger 2 bank milik konglomerat ri,Netral
bunga tinggi dan dolar naik ternyata bikin bank di ri untung,Netral
entitas grup salim akuisisi tambang emastembaga australia rp 435 t,Positif
saham bank jumbo bmri bbca bbri bbni all time high cek rekomendasinya,Positif
buku catatan penembak ceo asuransi terbesar as terungkap,Netral
era suku bunga tinggi akan berakhir saham teknologi ri terbang,Positif
para bos netv 87 anak usaha kompak mundur usai dicaplok punjabi,Negatif
harga minyak dunia bangkit setelah anjlok 3 hari beruntun,Positif
inflasi as turun sp 500 dan nasdaq justru beri respon negatif,Negatif
bakmi gm mau diakuisisi djarum sosok ini bakal jadi triliuner baru,Netral
salah transfer hingga tawaran kerja ini 4 modus penipuan paling marak,Negatif
mantap bumi resources cetak laba us 849 juta di semester i2024,Positif
bi rate tetap 575 dolar menanjak ke rp16330,Negatif
ihsg rebound di sesi pertama saham brpt hingga tpia melesat,Positif
rups 2024 ini jajaran direksi komisaris terbaru bank mandiri,Netral
inflasi as dinanti pelaku pasar dolar turun tipis ke rp 15915,Positif
trump teriak ancaman baru ke putin begini nasib harga minyak,Negatif
peluang ri cuan di era ekonomi digital nilainya fantastis,Positif
ihsg melemah tipis asing lego sahamsaham konglomerat ini,Negatif
susul low tuck kwong direktur bayan borong saham byan rp138 miliar,Positif
10 saham paling banyak diborong asing di 2023 bbri tertinggi,Positif
duit lender anak usaha koinworks dicuri pembayaran terancam macet,Negatif
jokowi lantik aida suwandi budiman jadi komisioner lps ini profilnya,Netral
pasokan minyak as seret harga minyak melesat 3 lebih,Negatif
ihsg melesat balik ke 7300 asing borong sahamsaham ini,Positif
breaking the fed buka suara dolar melonjak dekati rp 16000,Negatif
10 hal yang bikin orang miskin susah kaya menurut warren buffett,Netral
darmawan junaidi direktur utama pt bank mandiri persero tbk bmri membeli 100000 saham bmri dengan harga rp5800 per saham pada 13 september 2023 setelah transaksi tersebut darmawan junaidi memiliki 6762300 saham bmri,Positif
ihsg gagal bertahan di 7400 asing lepas saham bank jumbo,Negatif
ada sinyal kuat berlanjutnya pertumbuhan pada emiten telekomunikasi seperti telkom tlkm indosat isat dan xl axiata excl,Positif
ini 9 pojk baru di sektor atur multifinance hingga pinjol,Netral
perkuat pengawasan pasar modal ojk terbitkan 2 aturan baru,Positif
wall street dibuka merah efek data inflasi as bikin kaget,Negatif
daftar terbaru politisi gerindra jadi pejabat bumn total ada 7 orang,Netral
seluruh mobil dan motor bakal wajib asuransi ini bocorannya,Netral
rugi kfc fast bengkak jadi rp 557 m imbas boikot tutup 47 gerai,Negatif
trump effect bikin ihsg ambrol 1 lebih,Negatif
kekayaan low tuck kwong tambah rp40 triliun dalam sehari saham byan all time high,Positif
mantap transaksi agenbrilink capai rp 370 t di kuartal i2024,Positif
robert kiyosaki blakblakan sebut warga ri keliru cara siapkan pensiun,Netral
ihsg dalam tren bearish cermati saham big caps hmsp hingga bbca,Negatif
breaking rupiah longsor dolar tembus level rp16000,Negatif
punya harta numpuk 6 generasi ini orang pertama bisnis properti di ri,Netral
ada saja gebrakan amerika bi rate 2024 maju kena mundur kena,Netral
produksi bijih nikel antam ditaksir capai 11 jutaan ton di akhir tahun,Positif
ojk terbitkan aturan perluasan usaha perbankan,Positif
kado akhir tahun the fed bakal pangkas suku bunga pada 18 desember,Netral
indeks bisnis27 lesu saham adro tpia dan mika pimpin pelemahan,Negatif
bitcoin pesta pora tembus rp 178 miliar saat pelantikan trump,Positif
harga melambung bei pantau ketat 2 emiten ini,Negatif
live now melirik peluang tantangan ekonomi digital ri,Netral
erick thohir apresiasi komisi vi dpr percepat bahas ruu bumn,Netral
lewat event ini bni cari strategi hadapi tantangan ekonomi,Positif
setelah laporan keuangan asii keluar semoga harga shm nya naik,Positif
kpi unit balikpapan berhasil atasi kejadian di kilang,Positif
bos bi kirim sinyal kuat ruang penurunan bi rate terbuka,Positif
penyebab ihsg anjlok analis isu sri mulyani mundur ekonomi lesu,Negatif
skema ponzi penipuan kripto rp 10 t regulator as gugat novatech,Negatif
sebanyak 6 emiten didepak dari daftar indeks lq45 bei termasuk di antaranya adalah saham hm sampoerna hmsp dan media nusantara citra mncn,Negatif
pemenang nobel sebut umkm bisa dorong ekonomi ini langkah bri,Positif
bukti nyata para investor founder ramairamai lego saham goto,Negatif
pasar tunggu hasil rdg bi dolar turun ke rp 16260,Positif
video cetak laba jumbo saatnya borong saham hmsp cnbc indonesia,Positif
sandra dewi disebut beli hermeslouis vuitton pakai duit kasus timah,Netral
cabut dari openai ilmuwan chatgpt bikin perusahaan misterius,Netral
starbucks bakal phk 1100 karyawan dan batalkan rekrutmen,Negatif
kenapa ihsg dan rupiah tertekan pasca trump menang ini alasannya,Negatif
ihsg berpotensi lakukan rebound pada perdagangan hari ini 1532023 pada kisaran 6600 hingga 6700 saham unvr amrt indf dan mika layak untuk dicermati,Positif
jimmy halim tinggalkan kursi komisaris wir asia wirg,Netral
bi pastikan ri punya cadangan devisa kuat dolar turun ke rp15630,Positif
saham konglomerat prajogo pangestu brpt dan tpia topang indeks bisnis27,Positif
salah satunya karena efek jepang melakukan banned untuk produk granmax meski di indonesia granmax masih aman tapi asii berpotensi kehilangan omzet dari ekspor granmax ke jepang,Negatif
pendapatan asuransi jiwa tembus rp 166 t ini pendorongnya,Positif
saham konstruksi terbang garagara wika masuk msci,Positif
transaksi qris gopay dana cs ternyata kena ppn 12 ini aturannya,Netral
bank ri ini masuk daftar perusahaan terpercaya dunia cek labanya,Positif
ada tiga bumn siapkan lahan program 3 juta rumah salah satunya emiten,Positif
ihsg balik arah sesi i ditutup turun 037,Negatif
nutup utang indofarma inaf jual aset rp95446 m,Negatif
ini dia manuver terbaru emiten arsjad rasyid indy di patimban,Netral
bos bri kami menantikan aturan hapus tagih utang petani nelayan,Netral
direktur emiten ini diberhentikan diduga pelecehan intimidasi,Negatif
market update✨ ihsg terbang m elesat 13 hingga menembus level psikologis 7300 tepatnya 730328 pada kamis 1522024 dengan indeks lq45 melonjak 153 jadi 100331 tim analis bareksa merekomendasikan beberapa saham pilihan isat bbri pwon tlkm,Positif
pergerakan harga saham bbni selama periode 24 januari 31 januari 2024 mengalami kenaikan sebesar 6 secara weekonweek wow yuk simak informasi selengkapnya pada postingan berikut ini disclaimer,Positif
disebut bakal suntik program 3 juta rumah rp130 t ini penjelasan bi,Netral
investor asing akumulasi saham hingga mencatatkan ney buy rp 30976 miliar saham tlkm hingga jsmr paling diburu,Positif
pemegang saham pt bank rakyat indonesia persero tbk bbri atau bri bersiap untuk menerima dividen interim yang akan dibagikan oleh perseroan,Positif
pekan ini bakal rombak manajemen ini respons bos garuda giaa,Netral
siip masuk ini beli saham bbca,Positif
ada 9 komisaris di deretan calon menteri prabowo,Netral
harga penawaran rp 240saham analis sebut untd prospektif,Netral
buah transformasi dan penyehatan bisnis wika catat kinerja positif,Positif
jokowi resmikan pembangunan astra biz centerikn,Positif
mantap pendapatan venteny vtny tumbuh 86 di kuartal iii2024,Positif
